:ID,:LABEL,statement_id,full_name,first_name,last_name,age,date_of_birth,gender,occupation,employer,phone,alt_phone,email,residential_address,city,state,zip_code,statement_date,statement_id_ref,claim_id,incident_state,distance_from_scene_ft,relationship_to_claimant,deposition_ready,willing_to_testify,reliability_score,reliability_note,prior_testimony_count,prior_testimony_flag,criminal_record_flag,statement_recorded,statement_notarized,cross_claim_appearance_count,contacted_by_attorney,credibility_flag,same_name_claims_count,professional_witness_flag,same_phone_claims_count,same_address_claims_count,compensation_received_flag,coached_statement_flag
WS-430029-W2,Witness,WS-430029-W2,Melissa Parker,Melissa,Parker,71,8/23/1944,Female,Postal Worker Making Deliveries,Unemployed,(972) 468-9598,(485) 766-5524,melissa.parker@outlook.com,"6504 Maple Dr, New York, NY",New York,NY,90582,2/21/2015,WS-430029-W2,CLM-430029,NY,24,Stranger/Bystander,Yes,Yes,83,No prior testimony history,1,No,No,Written,Yes,1,Yes,HIGH,2,No,1,1,No,No
WS-430029-W3,Witness,WS-430029-W3,Jason Green,Jason,Green,71,2/24/1944,Male,Dog Walker,Retired,(235) 974-1235,(702) 747-2034,jason.green@outlook.com,"3278 Main Ave, New York, NY",New York,NY,70444,2/21/2015,WS-430029-W3,CLM-430029,NY,330,Stranger/Bystander,Yes,Unknown,73,Consistent with physical evidence,2,No,No,Written,Yes,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-529112-W1,Witness,WS-529112-W1,Steven King,Steven,King,52,3/4/1963,Female,Construction Worker,County Government,(217) 224-4523,(783) 669-8515,steven.king@outlook.com,"3178 Oak Blvd, Charlotte, NC",Charlotte,NC,53892,2/18/2015,WS-529112-W1,CLM-529112,NC,319,Stranger/Bystander,No,Unknown,85,Statement matches police report,4,Yes,No,Written,Yes,1,No,HIGH,3,Yes,1,1,No,No
WS-939631-W1,Witness,WS-939631-W1,Brian Lee,Brian,Lee,50,4/17/1965,Male,School Bus Driver,County Government,(960) 640-1534,,brian.lee@outlook.com,"3880 Main Ave, Morgantown, WV",Morgantown,WV,80176,1/10/2015,WS-939631-W1,CLM-939631,WV,423,Neighbor,Unknown,Yes,59,Consistent with physical evidence,2,No,No,,No,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-691189-W1,Witness,WS-691189-W1,Stephanie Reed,Stephanie,Reed,66,8/11/1949,Male,Pedestrian,Private Company,(664) 424-4108,,stephanie.reed@yahoo.com,"8301 Main Blvd, Rochester, NY",Rochester,NY,90715,1/3/2015,WS-691189-W1,CLM-691189,NY,356,Passerby,Yes,Yes,76,No prior testimony history,0,No,Yes,Written,No,1,No,HIGH,6,Yes,1,1,No,No
WS-691189-W2,Witness,WS-691189-W2,Jennifer Lewis,Jennifer,Lewis,72,2/9/1943,Male,Retired Police Officer Walking Their Dog,Unemployed,(419) 420-4139,,jennifer.lewis@yahoo.com,"3584 Main Ave, Rochester, NY",Rochester,NY,85977,1/3/2015,WS-691189-W2,CLM-691189,NY,477,Stranger/Bystander,Yes,Yes,44,Consistent with physical evidence,1,No,Yes,,No,1,No,LOW,3,Yes,1,1,No,No
WS-691189-W3,Witness,WS-691189-W3,Jennifer Clark,Jennifer,Clark,72,10/7/1943,Female,Jogger,City of Albany,(512) 439-7838,(944) 887-2980,jennifer.clark@gmail.com,"6861 Pine Ave, Albany, NY",Albany,NY,94756,1/3/2015,WS-691189-W3,CLM-691189,NY,273,Passerby,Yes,Yes,93,No prior testimony history,4,Yes,No,Audio,Yes,1,No,HIGH,4,Yes,1,1,No,No
WS-537546-W1,Witness,WS-537546-W1,Jessica Adams,Jessica,Adams,32,8/20/1983,Male,Retired Police Officer Walking Their Dog,Private Company,(435) 981-9146,,jessica.adams@yahoo.com,"5694 Cedar St, Buffalo, NY",Buffalo,NY,23705,1/17/2015,WS-537546-W1,CLM-537546,NY,89,Passerby,Yes,Yes,84,Consistent with physical evidence,2,No,No,Audio,No,1,No,HIGH,3,Yes,1,1,Yes,No
WS-537546-W2,Witness,WS-537546-W2,Susan Lee,Susan,Lee,67,3/25/1948,Female,Retired Police Officer Walking Their Dog,County Government,(751) 590-2409,(970) 529-7335,susan.lee@outlook.com,"6050 Pine Blvd, New York, NY",New York,NY,89863,1/17/2015,WS-537546-W2,CLM-537546,NY,151,Neighbor,No,No,90,Consistent with physical evidence,2,No,No,Written,Yes,1,Yes,HIGH,4,Yes,1,1,Yes,Yes
WS-394975-W1,Witness,WS-394975-W1,Ryan Smith,Ryan,Smith,34,12/2/1981,Female,College Student Waiting For The Bus,Retired,(409) 668-9852,(700) 593-7740,ryan.smith@outlook.com,"1981 Cedar Ave, Morgantown, WV",Morgantown,WV,72745,2/22/2015,WS-394975-W1,CLM-394975,WV,26,Unknown,No,Unknown,100,Inconsistency in timeline,1,No,No,Written,Yes,1,No,HIGH,5,Yes,1,1,No,Yes
WS-282195-W1,Witness,WS-282195-W1,Laura Hall,Laura,Hall,41,6/19/1974,Male,Postal Worker Making Deliveries,City of Norfolk,(658) 471-6231,,laura.hall@gmail.com,"3437 Pine Dr, Norfolk, VA",Norfolk,VA,16804,2/27/2015,WS-282195-W1,CLM-282195,VA,27,Unknown,Unknown,Unknown,77,Corroborated by dashcam,2,No,No,Audio,Yes,1,No,HIGH,2,No,1,1,No,No
WS-420810-W1,Witness,WS-420810-W1,Jason Evans,Jason,Evans,54,2/22/1961,Female,Construction Worker,Self-Employed,(251) 879-2734,,jason.evans@outlook.com,"6068 Main St, Rochester, NY",Rochester,NY,91531,1/6/2015,WS-420810-W1,CLM-420810,NY,490,Stranger/Bystander,No,Yes,79,Corroborated by dashcam,2,No,No,,No,1,No,HIGH,9,Yes,1,1,No,Yes
WS-420810-W2,Witness,WS-420810-W2,Steven Hill,Steven,Hill,60,8/27/1955,Male,Rideshare Driver,City of Buffalo,(596) 447-9534,(337) 648-4963,steven.hill@outlook.com,"3877 Cedar Blvd, Buffalo, NY",Buffalo,NY,43486,1/6/2015,WS-420810-W2,CLM-420810,NY,392,Stranger/Bystander,Yes,Unknown,74,Inconsistency in timeline,5,Yes,Yes,Written,No,1,Yes,MEDIUM,2,No,1,1,No,No
WS-524836-W1,Witness,WS-524836-W1,Ryan Lee,Ryan,Lee,66,3/6/1949,Female,Retired Police Officer Walking Their Dog,City of Greenville,(244) 905-3764,(575) 289-2258,ryan.lee@yahoo.com,"2953 Pine St, Greenville, SC",Greenville,SC,42409,2/28/2015,WS-524836-W1,CLM-524836,SC,91,Stranger/Bystander,Yes,Yes,52,Inconsistency in timeline,5,Yes,No,Written,Yes,1,Yes,MEDIUM,3,Yes,1,1,Yes,Yes
WS-524836-W2,Witness,WS-524836-W2,Daniel Scott,Daniel,Scott,38,4/12/1977,Female,Real Estate Agent Who Had Just Parked,Unemployed,(706) 803-7754,,daniel.scott@yahoo.com,"295 Maple Dr, Spartanburg, SC",Spartanburg,SC,91771,2/28/2015,WS-524836-W2,CLM-524836,SC,181,Neighbor,No,Yes,60,Consistent with physical evidence,4,Yes,No,,No,1,No,MEDIUM,2,No,5,1,No,No
WS-524836-W3,Witness,WS-524836-W3,Laura Green,Laura,Green,48,9/4/1967,Male,Delivery Driver,Private Company,(551) 273-7525,,laura.green@outlook.com,"5038 Maple Dr, Spartanburg, SC",Spartanburg,SC,65075,2/28/2015,WS-524836-W3,CLM-524836,SC,456,Stranger/Bystander,Yes,Yes,69,Inconsistency in timeline,3,Yes,No,Audio,No,1,Yes,MEDIUM,1,No,1,1,No,No
WS-307195-W1,Witness,WS-307195-W1,Eric Collins,Eric,Collins,60,1/20/1955,Female,College Student Waiting For The Bus,Self-Employed,(620) 420-7211,(571) 762-3610,eric.collins@outlook.com,"4685 Main Blvd, Roanoke, VA",Roanoke,VA,96620,2/22/2015,WS-307195-W1,CLM-307195,VA,376,Stranger/Bystander,No,Yes,82,Inconsistency in timeline,5,Yes,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-307195-W2,Witness,WS-307195-W2,Michelle Young,Michelle,Young,66,5/25/1949,Male,Retired Police Officer Walking Their Dog,City of Roanoke,(733) 257-9100,,michelle.young@outlook.com,"4740 Maple Ave, Roanoke, VA",Roanoke,VA,72975,2/22/2015,WS-307195-W2,CLM-307195,VA,148,Unknown,Unknown,Yes,88,Corroborated by dashcam,5,Yes,No,Written,No,1,No,HIGH,5,Yes,1,1,Yes,Yes
WS-307195-W3,Witness,WS-307195-W3,Daniel Lewis,Daniel,Lewis,30,4/14/1985,Male,Mail Carrier,Retired,(276) 227-6202,,daniel.lewis@gmail.com,"3092 Oak Ave, Virginia Beach, VA",Virginia Beach,VA,89239,2/22/2015,WS-307195-W3,CLM-307195,VA,245,Stranger/Bystander,Yes,Yes,78,No prior testimony history,3,Yes,No,Written,Yes,1,No,HIGH,7,Yes,1,1,Yes,Yes
WS-623648-W1,Witness,WS-623648-W1,Ashley Mitchell,Ashley,Mitchell,45,4/21/1970,Male,School Bus Driver,Unemployed,(544) 609-4549,,ashley.mitchell@outlook.com,"4437 Maple St, Morgantown, WV",Morgantown,WV,78807,1/7/2015,WS-623648-W1,CLM-623648,WV,366,Stranger/Bystander,Yes,No,83,Inconsistency in timeline,5,Yes,No,,No,1,Yes,HIGH,5,Yes,1,1,No,No
WS-485372-W1,Witness,WS-485372-W1,Amanda Wright,Amanda,Wright,38,10/13/1977,Female,Delivery Driver,Unemployed,(950) 282-2436,(555) 816-4951,amanda.wright@yahoo.com,"6130 Cedar St, Richmond, VA",Richmond,VA,55023,1/6/2015,WS-485372-W1,CLM-485372,VA,404,Coworker,No,No,40,No prior testimony history,3,Yes,No,,Yes,1,No,LOW,4,Yes,1,1,No,No
WS-598554-W1,Witness,WS-598554-W1,Karen Reed,Karen,Reed,35,10/26/1980,Male,Food Truck Vendor,Private Company,(201) 494-6946,(262) 921-5450,karen.reed@yahoo.com,"2199 Cedar Ave, Rochester, NY",Rochester,NY,40496,1/10/2015,WS-598554-W1,CLM-598554,NY,475,Passerby,No,Yes,78,Prior testimony flagged,2,No,No,Video,No,1,Yes,HIGH,4,Yes,1,1,No,No
WS-303987-W1,Witness,WS-303987-W1,Stephanie Hill,Stephanie,Hill,64,2/27/1951,Male,Jogger,Self-Employed,(737) 605-5319,,stephanie.hill@gmail.com,"6371 Pine Dr, Cleveland, OH",Cleveland,OH,28525,2/11/2015,WS-303987-W1,CLM-303987,OH,130,Unknown,No,Yes,47,Statement matches police report,4,Yes,No,Written,No,1,No,LOW,3,Yes,1,1,Yes,No
WS-303987-W2,Witness,WS-303987-W2,Jennifer Turner,Jennifer,Turner,66,11/1/1949,Female,Cyclist,Unemployed,(771) 605-7366,,jennifer.turner@gmail.com,"2220 Pine Blvd, Cincinnati, OH",Cincinnati,OH,68197,2/11/2015,WS-303987-W2,CLM-303987,OH,360,Unknown,No,Yes,99,Statement matches police report,0,No,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-303987-W3,Witness,WS-303987-W3,Mark Young,Mark,Young,68,6/25/1947,Male,Jogger,Self-Employed,(454) 472-2080,(526) 940-1902,mark.young@outlook.com,"1101 Maple St, Cleveland, OH",Cleveland,OH,44229,2/11/2015,WS-303987-W3,CLM-303987,OH,153,Stranger/Bystander,Yes,Yes,55,Corroborated by dashcam,5,Yes,No,Written,No,1,Yes,MEDIUM,4,Yes,1,1,No,No
WS-343161-W1,Witness,WS-343161-W1,Linda Mitchell,Linda,Mitchell,42,5/24/1973,Female,Delivery Driver,Unemployed,(532) 406-5869,(474) 568-7896,linda.mitchell@gmail.com,"2414 Main Blvd, Charleston, WV",Charleston,WV,26133,1/12/2015,WS-343161-W1,CLM-343161,WV,157,Stranger/Bystander,No,Unknown,52,Inconsistency in timeline,0,No,No,Audio,No,1,No,MEDIUM,4,Yes,1,1,No,Yes
WS-343161-W2,Witness,WS-343161-W2,Paul Adams,Paul,Adams,23,1/26/1992,Male,Pedestrian,City of Morgantown,(926) 260-3217,(953) 292-5177,paul.adams@gmail.com,"2435 Oak St, Morgantown, WV",Morgantown,WV,74344,1/12/2015,WS-343161-W2,CLM-343161,WV,160,Neighbor,No,Unknown,77,Consistent with physical evidence,1,No,No,Audio,Yes,1,No,HIGH,7,Yes,1,1,No,Yes
WS-343161-W3,Witness,WS-343161-W3,Karen Smith,Karen,Smith,63,7/26/1952,Male,Rideshare Driver,Unemployed,(929) 240-4407,(806) 903-6028,karen.smith@outlook.com,"9477 Maple Ave, Huntington, WV",Huntington,WV,50083,1/12/2015,WS-343161-W3,CLM-343161,WV,490,Unknown,Yes,Yes,60,Prior testimony flagged,1,No,No,Written,Yes,1,No,MEDIUM,4,Yes,2,1,Yes,No
WS-519312-W1,Witness,WS-519312-W1,Eric Evans,Eric,Evans,46,5/10/1969,Female,Delivery Driver,Unemployed,(374) 709-3966,,eric.evans@yahoo.com,"9377 Maple Blvd, Charleston, WV",Charleston,WV,75548,2/6/2015,WS-519312-W1,CLM-519312,WV,137,Stranger/Bystander,No,No,74,Statement matches police report,4,Yes,No,Written,Yes,1,No,MEDIUM,6,Yes,1,1,Yes,No
WS-519312-W2,Witness,WS-519312-W2,Linda Mitchell,Linda,Mitchell,43,10/4/1972,Female,Delivery Driver,Unemployed,(426) 663-5532,(259) 397-4436,linda.mitchell@yahoo.com,"6702 Pine Ave, Huntington, WV",Huntington,WV,25522,2/6/2015,WS-519312-W2,CLM-519312,WV,467,Passerby,No,Yes,67,Prior testimony flagged,0,No,No,,No,1,No,MEDIUM,4,Yes,1,1,No,No
WS-332867-W1,Witness,WS-332867-W1,Karen Hall,Karen,Hall,60,3/18/1955,Male,Retired Police Officer Walking Their Dog,Retired,(627) 826-2378,(924) 876-8761,karen.hall@yahoo.com,"2156 Cedar St, Rochester, NY",Rochester,NY,55903,2/22/2015,WS-332867-W1,CLM-332867,NY,124,Stranger/Bystander,No,Unknown,87,Corroborated by dashcam,1,No,Yes,Written,No,1,No,HIGH,3,Yes,1,1,Yes,Yes
WS-332867-W2,Witness,WS-332867-W2,Susan Ramirez,Susan,Ramirez,42,11/18/1973,Female,Nurse Heading To Work,Private Company,(933) 477-4888,,susan.ramirez@yahoo.com,"7514 Main Ave, New York, NY",New York,NY,40984,2/22/2015,WS-332867-W2,CLM-332867,NY,379,Stranger/Bystander,Unknown,Unknown,64,No prior testimony history,4,Yes,No,Written,No,1,No,MEDIUM,2,No,1,1,No,No
WS-356590-W1,Witness,WS-356590-W1,Karen Smith,Karen,Smith,48,7/4/1967,Male,Cyclist,Private Company,(970) 308-7120,(385) 499-5681,karen.smith@outlook.com,"9469 Oak St, Greenville, SC",Greenville,SC,53501,1/30/2015,WS-356590-W1,CLM-356590,SC,260,Neighbor,Yes,Yes,55,Corroborated by dashcam,0,No,No,Written,No,1,No,MEDIUM,4,Yes,1,1,Yes,No
WS-346002-W1,Witness,WS-346002-W1,Angela Parker,Angela,Parker,19,10/18/1996,Male,Nearby Shop Owner,County Government,(474) 588-9312,(397) 750-4473,angela.parker@gmail.com,"3381 Maple St, Huntington, WV",Huntington,WV,49826,2/2/2015,WS-346002-W1,CLM-346002,WV,378,Stranger/Bystander,Yes,Yes,69,No prior testimony history,0,No,No,,No,1,Yes,MEDIUM,2,No,1,1,No,No
WS-500533-W1,Witness,WS-500533-W1,Susan Campbell,Susan,Campbell,27,3/24/1988,Female,School Bus Driver,Self-Employed,(305) 982-3463,(349) 456-3040,susan.campbell@yahoo.com,"874 Maple Ave, Charleston, WV",Charleston,WV,11880,1/10/2015,WS-500533-W1,CLM-500533,WV,124,Stranger/Bystander,No,No,68,No prior testimony history,4,Yes,No,Written,No,1,No,MEDIUM,6,Yes,1,1,Yes,Yes
WS-500533-W2,Witness,WS-500533-W2,Jessica King,Jessica,King,70,8/14/1945,Female,Mail Carrier,Private Company,(322) 730-9257,(977) 812-7145,jessica.king@yahoo.com,"5237 Maple Dr, Morgantown, WV",Morgantown,WV,90989,1/10/2015,WS-500533-W2,CLM-500533,WV,279,Stranger/Bystander,Yes,Yes,42,Consistent with physical evidence,0,No,No,Written,No,1,Yes,LOW,2,No,1,1,No,No
WS-500533-W3,Witness,WS-500533-W3,Paul Allen,Paul,Allen,38,6/15/1977,Male,School Bus Driver,Private Company,(370) 239-3083,(400) 531-2931,paul.allen@yahoo.com,"1563 Maple Ave, Charleston, WV",Charleston,WV,19463,1/10/2015,WS-500533-W3,CLM-500533,WV,161,Unknown,Yes,Unknown,40,Consistent with physical evidence,1,No,No,Audio,No,1,Yes,LOW,2,No,1,1,No,No
WS-348209-W1,Witness,WS-348209-W1,Amanda Jones,Amanda,Jones,50,10/8/1965,Female,Postal Worker Making Deliveries,County Government,(931) 469-2985,(989) 498-9614,amanda.jones@outlook.com,"4038 Main Blvd, Greensboro, NC",Greensboro,NC,55222,2/27/2015,WS-348209-W1,CLM-348209,NC,29,Stranger/Bystander,Yes,Yes,44,Statement matches police report,2,No,No,Written,No,1,No,LOW,5,Yes,1,1,No,No
WS-486676-W1,Witness,WS-486676-W1,Laura Carter,Laura,Carter,35,9/4/1980,Male,Real Estate Agent Who Had Just Parked,City of Spartanburg,(263) 642-9935,,laura.carter@yahoo.com,"1848 Cedar St, Spartanburg, SC",Spartanburg,SC,94718,2/20/2015,WS-486676-W1,CLM-486676,SC,226,Passerby,No,Yes,81,Prior testimony flagged,1,No,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-486676-W2,Witness,WS-486676-W2,Stephanie Lee,Stephanie,Lee,29,2/2/1986,Male,Real Estate Agent Who Had Just Parked,Private Company,(240) 352-9983,,stephanie.lee@yahoo.com,"8049 Cedar Ave, Charleston, SC",Charleston,SC,72531,2/20/2015,WS-486676-W2,CLM-486676,SC,484,Coworker,Yes,Yes,63,No prior testimony history,1,No,No,Written,Yes,1,No,MEDIUM,5,Yes,1,1,No,No
WS-486676-W3,Witness,WS-486676-W3,Robert Lee,Robert,Lee,69,3/3/1946,Female,Delivery Driver,Unemployed,(534) 257-5235,(664) 387-9079,robert.lee@outlook.com,"8272 Maple Dr, Greenville, SC",Greenville,SC,79462,2/20/2015,WS-486676-W3,CLM-486676,SC,246,Neighbor,Yes,Yes,77,No prior testimony history,1,No,No,Audio,Yes,1,No,HIGH,3,Yes,1,1,No,No
WS-260845-W1,Witness,WS-260845-W1,Paul Smith,Paul,Smith,68,11/10/1947,Female,Postal Worker Making Deliveries,Private Company,(454) 478-4621,,paul.smith@outlook.com,"474 Cedar Dr, Charleston, WV",Charleston,WV,58545,2/8/2015,WS-260845-W1,CLM-260845,WV,174,Stranger/Bystander,Unknown,Unknown,98,Corroborated by dashcam,4,Yes,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-260845-W2,Witness,WS-260845-W2,Jennifer Ramirez,Jennifer,Ramirez,64,10/24/1951,Male,Jogger,Private Company,(751) 614-3785,(857) 627-9964,jennifer.ramirez@gmail.com,"5869 Pine Ave, Morgantown, WV",Morgantown,WV,32471,2/8/2015,WS-260845-W2,CLM-260845,WV,123,Stranger/Bystander,Yes,Yes,90,Statement matches police report,4,Yes,No,Written,No,1,No,HIGH,5,Yes,1,1,No,No
WS-657045-W1,Witness,WS-657045-W1,Michelle Parker,Michelle,Parker,72,1/28/1943,Male,Cyclist,County Government,(982) 391-7504,(332) 267-8123,michelle.parker@outlook.com,"4360 Pine Dr, Charlotte, NC",Charlotte,NC,15360,2/11/2015,WS-657045-W1,CLM-657045,NC,18,Neighbor,No,No,83,Statement matches police report,1,No,No,Written,No,1,No,HIGH,5,Yes,1,1,No,Yes
WS-657045-W2,Witness,WS-657045-W2,Steven Hall,Steven,Hall,66,11/3/1949,Male,Cyclist,Retired,(222) 863-3946,,steven.hall@yahoo.com,"1601 Pine Dr, Charlotte, NC",Charlotte,NC,38845,2/11/2015,WS-657045-W2,CLM-657045,NC,216,Stranger/Bystander,No,Yes,82,Prior testimony flagged,4,Yes,No,Audio,Yes,1,Yes,HIGH,5,Yes,4,1,No,Yes
WS-166264-W1,Witness,WS-166264-W1,Ryan Scott,Ryan,Scott,37,4/28/1978,Male,School Bus Driver,Retired,(550) 749-9263,,ryan.scott@yahoo.com,"452 Maple Dr, Rochester, NY",Rochester,NY,80153,1/14/2015,WS-166264-W1,CLM-166264,NY,405,Unknown,Yes,Yes,68,Corroborated by dashcam,2,No,No,Written,No,1,No,MEDIUM,4,Yes,1,1,No,No
WS-527945-W1,Witness,WS-527945-W1,Ashley Carter,Ashley,Carter,71,6/24/1944,Male,Jogger,Unemployed,(515) 619-2960,(483) 335-7866,ashley.carter@outlook.com,"6301 Oak Blvd, Huntington, WV",Huntington,WV,87262,2/17/2015,WS-527945-W1,CLM-527945,WV,300,Stranger/Bystander,Yes,Yes,42,Inconsistency in timeline,1,No,No,Written,No,1,Yes,LOW,3,Yes,1,1,No,No
WS-527945-W2,Witness,WS-527945-W2,Daniel Clark,Daniel,Clark,43,10/26/1972,Male,College Student Waiting For The Bus,City of Charleston,(775) 334-8472,(221) 960-4009,daniel.clark@gmail.com,"5321 Pine Blvd, Charleston, WV",Charleston,WV,28425,2/17/2015,WS-527945-W2,CLM-527945,WV,396,Neighbor,Yes,Yes,83,Statement matches police report,2,No,No,Written,No,1,No,HIGH,3,Yes,1,1,Yes,Yes
WS-627540-W1,Witness,WS-627540-W1,Laura King,Laura,King,44,1/21/1971,Female,Real Estate Agent Who Had Just Parked,Unemployed,(596) 994-2615,(379) 392-8557,laura.king@yahoo.com,"3992 Pine Ave, Greenville, SC",Greenville,SC,42871,1/24/2015,WS-627540-W1,CLM-627540,SC,378,Unknown,No,No,69,Inconsistency in timeline,2,No,No,,No,1,No,MEDIUM,3,Yes,1,1,Yes,No
WS-627540-W2,Witness,WS-627540-W2,Melissa Clark,Melissa,Clark,23,10/13/1992,Male,Food Truck Vendor,Retired,(776) 850-4451,,melissa.clark@yahoo.com,"2669 Cedar Dr, Charleston, SC",Charleston,SC,61758,1/24/2015,WS-627540-W2,CLM-627540,SC,303,Stranger/Bystander,Unknown,Yes,86,Inconsistency in timeline,0,No,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-279422-W1,Witness,WS-279422-W1,Mark Turner,Mark,Turner,56,6/19/1959,Female,Retired Police Officer Walking Their Dog,County Government,(321) 599-7803,,mark.turner@outlook.com,"8963 Main Blvd, Spartanburg, SC",Spartanburg,SC,16815,1/21/2015,WS-279422-W1,CLM-279422,SC,373,Unknown,Yes,No,77,Inconsistency in timeline,5,Yes,No,Written,No,1,No,HIGH,5,Yes,1,1,No,No
WS-279422-W2,Witness,WS-279422-W2,Kevin Scott,Kevin,Scott,33,1/28/1982,Male,Food Truck Vendor,Retired,(762) 932-1106,(578) 895-1381,kevin.scott@yahoo.com,"1262 Main Blvd, Spartanburg, SC",Spartanburg,SC,80229,1/21/2015,WS-279422-W2,CLM-279422,SC,125,Passerby,Unknown,Yes,46,Statement matches police report,4,Yes,No,Written,Yes,1,No,LOW,3,Yes,1,1,Yes,No
WS-484200-W1,Witness,WS-484200-W1,Michelle Smith,Michelle,Smith,32,11/28/1983,Female,Delivery Driver,County Government,(863) 537-8161,(872) 436-3369,michelle.smith@yahoo.com,"8022 Maple Blvd, Greensboro, NC",Greensboro,NC,86668,2/19/2015,WS-484200-W1,CLM-484200,NC,77,Stranger/Bystander,Unknown,No,75,Statement matches police report,1,No,No,Written,No,1,Yes,HIGH,1,No,1,1,No,No
WS-484200-W2,Witness,WS-484200-W2,Eric Ramirez,Eric,Ramirez,26,12/10/1989,Female,Real Estate Agent Who Had Just Parked,Private Company,(543) 753-6478,,eric.ramirez@outlook.com,"6409 Main St, Greensboro, NC",Greensboro,NC,59274,2/19/2015,WS-484200-W2,CLM-484200,NC,126,Passerby,Yes,Unknown,75,No prior testimony history,1,No,No,Written,Yes,1,No,HIGH,4,Yes,1,1,No,No
WS-645258-W1,Witness,WS-645258-W1,Jennifer Allen,Jennifer,Allen,19,11/11/1996,Male,Dog Walker,City of Greensboro,(617) 576-2077,(650) 554-2430,jennifer.allen@yahoo.com,"1539 Maple Blvd, Greensboro, NC",Greensboro,NC,33436,1/3/2015,WS-645258-W1,CLM-645258,NC,17,Neighbor,Yes,Unknown,94,Corroborated by dashcam,1,No,No,Written,No,1,No,HIGH,3,Yes,1,1,No,No
WS-694662-W1,Witness,WS-694662-W1,Robert Smith,Robert,Smith,35,9/15/1980,Female,Jogger,County Government,(267) 328-6475,,robert.smith@gmail.com,"8963 Oak Dr, Buffalo, NY",Buffalo,NY,73759,1/29/2015,WS-694662-W1,CLM-694662,NY,488,Friend of Claimant,No,Unknown,69,Corroborated by dashcam,2,No,No,Written,No,1,Yes,MEDIUM,3,Yes,1,1,Yes,No
WS-694662-W2,Witness,WS-694662-W2,Karen Turner,Karen,Turner,59,8/26/1956,Male,Rideshare Driver,Private Company,(434) 930-5735,,karen.turner@outlook.com,"8076 Oak Ave, Albany, NY",Albany,NY,88826,1/29/2015,WS-694662-W2,CLM-694662,NY,234,Stranger/Bystander,Unknown,Yes,88,Statement matches police report,0,No,No,Written,No,1,No,HIGH,2,No,1,1,No,No
WS-960680-W1,Witness,WS-960680-W1,Steven Hall,Steven,Hall,23,12/28/1992,Female,Real Estate Agent Who Had Just Parked,Private Company,(515) 896-7034,,steven.hall@outlook.com,"6644 Pine Ave, Roanoke, VA",Roanoke,VA,62965,1/19/2015,WS-960680-W1,CLM-960680,VA,304,Stranger/Bystander,Yes,Unknown,86,Prior testimony flagged,3,Yes,No,Written,Yes,1,No,HIGH,5,Yes,1,1,No,No
WS-960680-W2,Witness,WS-960680-W2,Angela Mitchell,Angela,Mitchell,51,2/26/1964,Male,Real Estate Agent Who Had Just Parked,Retired,(967) 204-4332,(867) 468-1473,angela.mitchell@gmail.com,"1711 Cedar Blvd, Richmond, VA",Richmond,VA,72662,1/19/2015,WS-960680-W2,CLM-960680,VA,272,Stranger/Bystander,Yes,No,100,Consistent with physical evidence,3,Yes,No,Audio,No,1,No,HIGH,3,Yes,1,1,No,No
WS-960680-W3,Witness,WS-960680-W3,Paul Hill,Paul,Hill,57,1/22/1958,Male,Real Estate Agent Who Had Just Parked,Retired,(286) 443-2374,(564) 538-7678,paul.hill@outlook.com,"5091 Oak St, Norfolk, VA",Norfolk,VA,25410,1/19/2015,WS-960680-W3,CLM-960680,VA,201,Unknown,Yes,Yes,46,Prior testimony flagged,5,Yes,No,Written,No,1,Yes,LOW,5,Yes,1,1,No,Yes
WS-498140-W1,Witness,WS-498140-W1,Steven Scott,Steven,Scott,50,3/16/1965,Male,Food Truck Vendor,County Government,(715) 921-2271,(484) 213-6919,steven.scott@gmail.com,"5314 Pine Ave, Buffalo, NY",Buffalo,NY,78206,1/19/2015,WS-498140-W1,CLM-498140,NY,444,Passerby,Yes,Yes,70,Corroborated by dashcam,3,Yes,No,Audio,No,1,No,MEDIUM,4,Yes,1,1,No,No
WS-498140-W2,Witness,WS-498140-W2,Amanda Reed,Amanda,Reed,34,8/4/1981,Male,Mail Carrier,Unemployed,(877) 970-4468,,amanda.reed@yahoo.com,"3822 Cedar St, Albany, NY",Albany,NY,90867,1/19/2015,WS-498140-W2,CLM-498140,NY,15,Unknown,No,Yes,67,Statement matches police report,1,No,No,Written,No,1,No,MEDIUM,3,Yes,1,1,Yes,No
WS-498140-W3,Witness,WS-498140-W3,Steven Allen,Steven,Allen,49,10/9/1966,Female,College Student Waiting For The Bus,Self-Employed,(921) 209-6206,,steven.allen@gmail.com,"9514 Main St, Buffalo, NY",Buffalo,NY,24218,1/19/2015,WS-498140-W3,CLM-498140,NY,218,Stranger/Bystander,No,Yes,96,Prior testimony flagged,3,Yes,No,Written,No,1,No,HIGH,4,Yes,1,1,No,No
