:ID,:LABEL,agent_code,agent_name,agency_name,agent_type,license_number,license_state,license_lines,designation,years_experience,hire_date,active_policies_count,ytd_premium_written,commission_rate_pct,ytd_commission_earned,retention_rate_pct,claims_ratio_pct,new_business_count_ytd,e_and_o_insurance,phone,email,office_address,certifications,performance_tier,fraud_referral_count_ytd,last_training_date,supervisor_name
AGT-9071,Agent,AGT-9071,Kevin Ashworth,Central Midwest Agency,Broker,LIC-OH-539290,OH,Commercial,CPCU,16,7/01/1999,36,687842.64,16.8,67741.47,85.9,68.8,36,Yes,(563) 390-8552,kevin.ashworth@centralmidwesta.com,"5927 Business Park Dr, OH",,Gold,1,10/01/2014,District Manager A
AGT-7017,Agent,AGT-7017,Michael Morrison,Central Midwest Agency,Captive,LIC-OH-745412,OH,Auto,CIC,15,3/01/2000,48,695376.18,9.4,54608.39,76.5,40.9,47,Yes,(201) 488-3014,michael.morrison@centralmidwesta.com,"2669 Business Park Dr, OH",Life & Health Licensed,Bronze,4,5/01/2014,Regional VP B
AGT-8779,Agent,AGT-8779,Kevin Yamamoto,Prairie State Insurance Partners,Broker,LIC-OH-779525,OH,Auto,CPCU,2,9/01/2013,172,204721.0,8.6,5826.03,94.7,82.1,30,Yes,(210) 284-4563,kevin.yamamoto@prairiestateins.com,"3995 Business Park Dr, OH",Cyber Liability Cert|Life & Health Licensed,Platinum,0,4/01/2014,District Manager A
AGT-8044,Agent,AGT-8044,Karen Patel,Prairie State Insurance Partners,Independent,LIC-OH-714188,OH,Home,ChFC,24,2/01/1991,218,789318.08,12.4,75295.81,78.2,73.7,44,Yes,(933) 620-6160,karen.patel@prairiestateins.com,"8943 Business Park Dr, OH",Commercial Lines Cert|Life & Health Licensed,Gold,0,11/01/2014,District Manager A
AGT-2128,Agent,AGT-2128,Michael Ashworth,Lakefront Coverage Group,Broker,LIC-IL-863097,IL,Auto,CIC,18,5/01/1997,158,271862.15,14.6,9158.06,85.2,59.7,20,Yes,(284) 655-4192,michael.ashworth@lakefrontcovera.com,"4838 Business Park Dr, IL",Anti-Fraud Certified|Commercial Lines Cert,Silver,1,1/01/2014,District Manager A
AGT-9349,Agent,AGT-9349,Thomas Ramirez,Tri-State Coverage Associates,Captive,LIC-IN-843787,IN,Life,ChFC,23,12/01/1992,62,120594.47,12.4,78990.94,94.3,61.9,24,Yes,(488) 943-3063,thomas.ramirez@tri-statecovera.com,"142 Business Park Dr, IN",Anti-Fraud Certified,Silver,7,12/01/2014,District Manager A
AGT-4591,Agent,AGT-4591,Patricia Ramirez,Lakefront Coverage Group,Broker,LIC-IN-854855,IN,All Lines,ChFC,29,4/01/1986,108,354933.25,10.8,49234.02,87.5,77.0,52,Yes,(614) 545-3446,patricia.ramirez@lakefrontcovera.com,"9719 Business Park Dr, IN",,Platinum,7,9/01/2014,Branch Director C
AGT-7246,Agent,AGT-7246,Kevin Patel,Midwest Auto Insurance Agency,Captive,LIC-OH-300097,OH,Home,None,23,2/01/1992,142,505916.29,16.3,67479.23,85.1,62.5,61,Yes,(643) 787-5992,kevin.patel@midwestautoinsu.com,"7225 Business Park Dr, OH",Life & Health Licensed|Cyber Liability Cert,Bronze,7,8/01/2014,Regional VP B
AGT-1780,Agent,AGT-1780,Nancy Ramirez,Prairie State Insurance Partners,Independent,LIC-IL-267128,IL,Life,CPCU,14,1/01/2001,106,723642.2,11.1,47978.13,75.0,49.9,63,Yes,(768) 762-9598,nancy.ramirez@prairiestateins.com,"8045 Business Park Dr, IL",Commercial Lines Cert,Bronze,2,10/01/2014,Branch Director C
AGT-4086,Agent,AGT-4086,Brian Fitzgerald,Prairie State Insurance Partners,Captive,LIC-IL-332461,IL,All Lines,None,23,12/01/1992,186,122060.73,16.3,42185.73,89.5,52.6,44,No,(732) 653-5896,brian.fitzgerald@prairiestateins.com,"9686 Business Park Dr, IL",Anti-Fraud Certified|Commercial Lines Cert,Gold,2,10/01/2014,Branch Director C
AGT-7734,Agent,AGT-7734,Nancy Morrison,Prairie State Insurance Partners,Broker,LIC-IL-480296,IL,All Lines,None,6,11/01/2009,81,139688.59,16.5,44066.92,80.9,81.2,51,Yes,(248) 422-1309,nancy.morrison@prairiestateins.com,"7365 Business Park Dr, IL",Life & Health Licensed,Platinum,2,1/01/2014,District Manager A
AGT-4986,Agent,AGT-4986,Maria Morrison,Heartland Insurance Services,Captive,LIC-IN-662240,IN,Commercial,None,3,10/01/2012,219,309990.61,12.7,77468.91,70.1,75.3,9,Yes,(574) 401-7529,maria.morrison@heartlandinsura.com,"344 Business Park Dr, IN",Cyber Liability Cert,Bronze,4,7/01/2014,Branch Director C
AGT-9389,Agent,AGT-9389,Sandra Okafor,Central Midwest Agency,Independent,LIC-OH-624602,OH,Life,CIC,28,10/01/1987,140,748002.6,10.6,23530.89,72.6,40.4,18,Yes,(379) 904-4352,sandra.okafor@centralmidwesta.com,"5394 Business Park Dr, OH",Cyber Liability Cert,Platinum,2,6/01/2014,Branch Director C
AGT-6702,Agent,AGT-6702,James Fitzgerald,Tri-State Coverage Associates,Captive,LIC-IL-459400,IL,Auto,ChFC,20,8/01/1995,246,467724.57,9.0,15819.23,78.1,77.2,29,Yes,(462) 531-7685,james.fitzgerald@tri-statecovera.com,"1092 Business Park Dr, IL",Anti-Fraud Certified,Bronze,3,5/01/2014,District Manager A
AGT-4765,Agent,AGT-4765,Brian Fitzgerald,Prairie State Insurance Partners,Captive,LIC-IL-184604,IL,Auto,None,6,10/01/2009,144,50648.47,14.6,5107.72,96.9,55.7,33,Yes,(513) 437-3264,brian.fitzgerald@prairiestateins.com,"7316 Business Park Dr, IL",Cyber Liability Cert|Commercial Lines Cert,Silver,2,9/01/2014,Branch Director C
AGT-2626,Agent,AGT-2626,Kevin Okafor,Prairie State Insurance Partners,Broker,LIC-IN-616486,IN,Home,CLU,12,2/01/2003,220,448735.53,9.4,28614.82,79.0,53.3,27,Yes,(219) 721-7963,kevin.okafor@prairiestateins.com,"9985 Business Park Dr, IN",Cyber Liability Cert|Commercial Lines Cert,Bronze,2,11/01/2014,Regional VP B
AGT-2860,Agent,AGT-2860,Robert Sullivan,Prairie State Insurance Partners,Independent,LIC-IL-671719,IL,Commercial,None,17,9/01/1998,228,563922.57,9.8,11970.2,91.6,64.1,62,Yes,(754) 994-3883,robert.sullivan@prairiestateins.com,"3096 Business Park Dr, IL",Life & Health Licensed|Anti-Fraud Certified,Gold,3,6/01/2014,District Manager A
AGT-4723,Agent,AGT-4723,Lisa Ashworth,Prairie State Insurance Partners,Broker,LIC-IL-687713,IL,Auto,None,29,11/01/1986,82,721602.07,9.2,23030.14,96.5,63.7,73,Yes,(304) 900-8041,lisa.ashworth@prairiestateins.com,"8904 Business Park Dr, IL",,Silver,4,12/01/2014,Branch Director C
AGT-6157,Agent,AGT-6157,James Delgado,Midwest Auto Insurance Agency,Independent,LIC-IN-302231,IN,Auto,CPCU,17,3/01/1998,128,178240.6,17.8,28081.13,92.5,44.4,67,No,(438) 423-3337,james.delgado@midwestautoinsu.com,"9644 Business Park Dr, IN",,Gold,1,4/01/2014,Branch Director C
AGT-9604,Agent,AGT-9604,Thomas Ashworth,Tri-State Coverage Associates,Broker,LIC-IL-238215,IL,Life,None,17,10/01/1998,211,731914.03,13.5,69710.06,75.1,58.6,30,Yes,(321) 490-1468,thomas.ashworth@tri-statecovera.com,"8520 Business Park Dr, IL",Life & Health Licensed,Silver,7,2/01/2014,Branch Director C
AGT-8606,Agent,AGT-8606,Nancy Ramirez,Central Midwest Agency,Broker,LIC-OH-278980,OH,Home,ChFC,7,7/01/2008,138,737336.86,14.6,69430.15,79.1,65.0,65,No,(850) 912-6291,nancy.ramirez@centralmidwesta.com,"2057 Business Park Dr, OH",Cyber Liability Cert,Gold,8,3/01/2014,Regional VP B
AGT-4543,Agent,AGT-4543,Angela Patel,Heartland Insurance Services,Broker,LIC-IL-410560,IL,Life,CPCU,28,7/01/1987,87,332212.73,14.8,31504.42,88.1,63.3,68,Yes,(771) 673-6286,angela.patel@heartlandinsura.com,"4060 Business Park Dr, IL",,Bronze,4,3/01/2014,District Manager A
AGT-1030,Agent,AGT-1030,David Patel,Midwest Auto Insurance Agency,Broker,LIC-IN-298345,IN,Commercial,CPCU,25,7/01/1990,107,258090.99,17.8,25817.02,77.1,41.7,76,Yes,(823) 378-7120,david.patel@midwestautoinsu.com,"452 Business Park Dr, IN",,Silver,7,8/01/2014,Regional VP B
AGT-9344,Agent,AGT-9344,Kevin Fitzgerald,Lakefront Coverage Group,Broker,LIC-IL-499732,IL,Auto,LUTCF,28,8/01/1987,89,101031.34,10.2,53369.12,77.7,69.7,62,Yes,(532) 481-6998,kevin.fitzgerald@lakefrontcovera.com,"3527 Business Park Dr, IL",,Platinum,4,5/01/2014,District Manager A
AGT-8177,Agent,AGT-8177,Kevin Okafor,Lakefront Coverage Group,Captive,LIC-IL-240382,IL,Commercial,None,17,12/01/1998,218,795103.94,13.8,17883.19,81.7,58.5,39,Yes,(430) 655-6748,kevin.okafor@lakefrontcovera.com,"844 Business Park Dr, IL",Commercial Lines Cert|Life & Health Licensed,Platinum,5,11/01/2014,District Manager A
AGT-5849,Agent,AGT-5849,Kevin Yamamoto,Tri-State Coverage Associates,Independent,LIC-OH-350329,OH,Auto,CPCU,25,1/01/1990,50,542911.67,12.4,37171.84,77.8,85.2,7,Yes,(626) 726-9086,kevin.yamamoto@tri-statecovera.com,"9810 Business Park Dr, OH",,Bronze,0,1/01/2014,Regional VP B
AGT-7903,Agent,AGT-7903,David Ramirez,Central Midwest Agency,Broker,LIC-OH-696688,OH,Commercial,CLU,20,12/01/1995,62,787469.06,16.0,56430.38,78.4,44.2,18,Yes,(638) 603-8373,david.ramirez@centralmidwesta.com,"6575 Business Park Dr, OH",Anti-Fraud Certified,Gold,2,4/01/2014,Branch Director C
AGT-7087,Agent,AGT-7087,Maria Morrison,Midwest Auto Insurance Agency,Independent,LIC-IL-592368,IL,Auto,CPCU,17,3/01/1998,113,625451.05,14.4,68554.53,90.6,45.3,21,Yes,(416) 700-6256,maria.morrison@midwestautoinsu.com,"735 Business Park Dr, IL",Commercial Lines Cert,Silver,9,2/01/2014,District Manager A
AGT-7472,Agent,AGT-7472,Lisa Yamamoto,Heartland Insurance Services,Broker,LIC-OH-863916,OH,All Lines,ChFC,28,10/01/1987,125,93962.78,16.2,18808.32,84.6,40.4,55,Yes,(573) 262-1869,lisa.yamamoto@heartlandinsura.com,"3337 Business Park Dr, OH",Anti-Fraud Certified,Silver,8,1/01/2014,District Manager A
AGT-2884,Agent,AGT-2884,Angela Morrison,Heartland Insurance Services,Broker,LIC-IN-873268,IN,Commercial,CLU,2,4/01/2013,92,87195.99,10.1,56892.81,95.4,68.0,34,Yes,(988) 386-6594,angela.morrison@heartlandinsura.com,"6759 Business Park Dr, IN",,Gold,1,2/01/2014,Regional VP B
AGT-8891,Agent,AGT-8891,David Delgado,Central Midwest Agency,Broker,LIC-IL-646528,IL,Auto,CIC,10,2/01/2005,212,496714.03,17.9,37733.78,79.6,42.3,10,Yes,(374) 684-2521,david.delgado@centralmidwesta.com,"8011 Business Park Dr, IL",Anti-Fraud Certified|Commercial Lines Cert,Platinum,5,8/01/2014,District Manager A
AGT-1625,Agent,AGT-1625,James Patel,Prairie State Insurance Partners,Broker,LIC-IN-992203,IN,Life,LUTCF,6,12/01/2009,197,406172.51,11.8,65686.14,90.8,70.7,49,Yes,(643) 362-4197,james.patel@prairiestateins.com,"2746 Business Park Dr, IN",Life & Health Licensed,Gold,2,1/01/2014,Branch Director C
AGT-6779,Agent,AGT-6779,Maria Okafor,Midwest Auto Insurance Agency,Captive,LIC-OH-799712,OH,Auto,None,8,12/01/2007,75,354173.64,9.5,13719.03,95.8,61.6,15,Yes,(288) 294-2065,maria.okafor@midwestautoinsu.com,"9703 Business Park Dr, OH",Anti-Fraud Certified,Bronze,9,2/01/2014,District Manager A
AGT-9018,Agent,AGT-9018,Kevin Nguyen,Prairie State Insurance Partners,Captive,LIC-IN-127050,IN,Life,CIC,30,3/01/1985,111,549927.24,17.1,79866.63,77.1,82.7,42,Yes,(403) 228-5440,kevin.nguyen@prairiestateins.com,"4097 Business Park Dr, IN",Commercial Lines Cert|Anti-Fraud Certified,Silver,8,10/01/2014,Branch Director C
AGT-3673,Agent,AGT-3673,Nancy Sullivan,Central Midwest Agency,Captive,LIC-IL-759317,IL,Home,CIC,19,1/01/1996,142,141572.02,17.9,51575.85,94.3,58.3,21,Yes,(926) 481-2527,nancy.sullivan@centralmidwesta.com,"6509 Business Park Dr, IL",Anti-Fraud Certified|Cyber Liability Cert,Bronze,7,10/01/2014,District Manager A
AGT-3612,Agent,AGT-3612,Patricia Callahan,Central Midwest Agency,Captive,LIC-IN-701149,IN,Auto,CPCU,21,10/01/1994,72,225448.7,17.7,70948.98,73.0,62.2,13,Yes,(966) 650-6255,patricia.callahan@centralmidwesta.com,"8032 Business Park Dr, IN",Cyber Liability Cert,Gold,4,2/01/2014,District Manager A
AGT-8980,Agent,AGT-8980,Sandra Sullivan,Central Midwest Agency,Independent,LIC-OH-960712,OH,Auto,None,16,9/01/1999,50,187381.02,11.7,20010.25,71.3,61.9,15,Yes,(340) 211-7005,sandra.sullivan@centralmidwesta.com,"2501 Business Park Dr, OH",Anti-Fraud Certified|Commercial Lines Cert,Silver,10,12/01/2014,Branch Director C
AGT-1532,Agent,AGT-1532,Kevin Ramirez,Lakefront Coverage Group,Independent,LIC-IN-593563,IN,Auto,CLU,24,1/01/1991,68,575943.91,12.3,24707.89,90.8,67.9,68,Yes,(200) 373-5652,kevin.ramirez@lakefrontcovera.com,"2126 Business Park Dr, IN",Anti-Fraud Certified|Commercial Lines Cert,Gold,7,7/01/2014,District Manager A
AGT-3488,Agent,AGT-3488,Michael Nguyen,Central Midwest Agency,Broker,LIC-IL-255195,IL,Home,CIC,1,2/01/2014,83,164204.27,16.3,59972.59,96.1,57.0,71,Yes,(277) 817-4195,michael.nguyen@centralmidwesta.com,"2587 Business Park Dr, IL",,Silver,5,2/01/2014,District Manager A
AGT-7183,Agent,AGT-7183,Nancy Ashworth,Tri-State Coverage Associates,Independent,LIC-OH-741819,OH,Auto,CPCU,11,4/01/2004,58,637366.47,13.7,9060.02,82.7,80.8,71,No,(578) 427-3695,nancy.ashworth@tri-statecovera.com,"2669 Business Park Dr, OH",,Platinum,9,3/01/2014,Regional VP B
AGT-2606,Agent,AGT-2606,Lisa Nguyen,Heartland Insurance Services,Independent,LIC-IL-866691,IL,Home,None,15,12/01/2000,158,82231.03,9.0,19442.61,80.0,50.7,67,No,(249) 463-5760,lisa.nguyen@heartlandinsura.com,"2739 Business Park Dr, IL",Life & Health Licensed,Silver,2,9/01/2014,Branch Director C
AGT-7795,Agent,AGT-7795,David Ramirez,Lakefront Coverage Group,Captive,LIC-OH-885801,OH,Home,None,4,7/01/2011,177,461958.05,12.9,40181.52,75.3,71.7,60,Yes,(894) 496-2444,david.ramirez@lakefrontcovera.com,"8058 Business Park Dr, OH",Cyber Liability Cert,Platinum,9,2/01/2014,Branch Director C
AGT-7320,Agent,AGT-7320,Patricia Nguyen,Heartland Insurance Services,Captive,LIC-IL-487442,IL,Commercial,LUTCF,22,12/01/1993,222,730977.27,15.6,62401.2,87.0,42.5,55,Yes,(733) 272-4321,patricia.nguyen@heartlandinsura.com,"361 Business Park Dr, IL",Cyber Liability Cert|Anti-Fraud Certified,Gold,1,6/01/2014,District Manager A
AGT-9652,Agent,AGT-9652,Kevin Patel,Central Midwest Agency,Independent,LIC-IL-269371,IL,All Lines,CLU,22,9/01/1993,201,514556.45,9.4,53356.69,89.4,69.1,80,Yes,(831) 210-1195,kevin.patel@centralmidwesta.com,"662 Business Park Dr, IL",Anti-Fraud Certified,Platinum,8,2/01/2014,District Manager A
AGT-4376,Agent,AGT-4376,Angela Bergman,Central Midwest Agency,Broker,LIC-IL-327751,IL,Life,CIC,25,3/01/1990,158,77049.44,12.0,36349.35,75.6,70.7,7,Yes,(452) 825-9747,angela.bergman@centralmidwesta.com,"9004 Business Park Dr, IL",,Gold,8,8/01/2014,Regional VP B
AGT-2820,Agent,AGT-2820,Nancy Patel,Tri-State Coverage Associates,Broker,LIC-OH-942993,OH,Life,CPCU,6,12/01/2009,245,461379.76,17.0,22261.6,92.9,65.3,64,Yes,(484) 700-7662,nancy.patel@tri-statecovera.com,"251 Business Park Dr, OH",,Silver,2,7/01/2014,Regional VP B
AGT-8310,Agent,AGT-8310,Robert Delgado,Central Midwest Agency,Broker,LIC-IL-417414,IL,All Lines,CPCU,29,3/01/1986,91,86532.96,17.6,10765.86,83.5,68.6,54,Yes,(485) 809-7490,robert.delgado@centralmidwesta.com,"8390 Business Park Dr, IL",,Silver,10,7/01/2014,District Manager A
AGT-7851,Agent,AGT-7851,Lisa Fitzgerald,Tri-State Coverage Associates,Broker,LIC-IN-502611,IN,Home,LUTCF,3,7/01/2012,34,167883.54,13.3,36762.74,72.8,78.2,51,Yes,(645) 312-3045,lisa.fitzgerald@tri-statecovera.com,"6883 Business Park Dr, IN",,Silver,5,12/01/2014,District Manager A
AGT-9477,Agent,AGT-9477,David Ramirez,Tri-State Coverage Associates,Captive,LIC-IL-788684,IL,All Lines,CIC,7,8/01/2008,227,480046.29,17.3,41570.56,72.3,60.9,46,Yes,(831) 282-8504,david.ramirez@tri-statecovera.com,"5353 Business Park Dr, IL",Anti-Fraud Certified,Silver,5,6/01/2014,Branch Director C
AGT-2741,Agent,AGT-2741,James Bergman,Heartland Insurance Services,Independent,LIC-IN-281388,IN,Home,LUTCF,11,5/01/2004,36,97121.56,17.8,34589.77,84.2,53.4,48,Yes,(569) 677-5300,james.bergman@heartlandinsura.com,"8901 Business Park Dr, IN",,Gold,6,11/01/2014,Regional VP B
AGT-7328,Agent,AGT-7328,Lisa Nguyen,Lakefront Coverage Group,Independent,LIC-OH-476362,OH,Auto,CLU,24,10/01/1991,240,494379.47,10.4,75552.11,70.7,55.9,65,Yes,(436) 885-4277,lisa.nguyen@lakefrontcovera.com,"124 Business Park Dr, OH",,Silver,8,6/01/2014,Regional VP B
AGT-7092,Agent,AGT-7092,Michael Delgado,Midwest Auto Insurance Agency,Independent,LIC-IL-505916,IL,Commercial,None,11,5/01/2004,97,206281.56,16.2,11753.02,86.0,67.5,29,Yes,(507) 728-9956,michael.delgado@midwestautoinsu.com,"4374 Business Park Dr, IL",,Gold,8,12/01/2014,Branch Director C
AGT-4886,Agent,AGT-4886,David Okafor,Lakefront Coverage Group,Independent,LIC-IN-175695,IN,Commercial,None,26,8/01/1989,216,430919.24,12.1,8869.64,95.2,78.3,75,Yes,(847) 718-1435,david.okafor@lakefrontcovera.com,"6436 Business Park Dr, IN",Cyber Liability Cert|Anti-Fraud Certified,Bronze,0,7/01/2014,Regional VP B
AGT-2094,Agent,AGT-2094,Lisa Sullivan,Prairie State Insurance Partners,Broker,LIC-IN-867015,IN,Auto,CIC,6,4/01/2009,72,170438.04,12.9,24267.62,96.7,78.7,40,Yes,(347) 582-5001,lisa.sullivan@prairiestateins.com,"2118 Business Park Dr, IN",Anti-Fraud Certified,Silver,5,6/01/2014,Regional VP B
AGT-9388,Agent,AGT-9388,Sandra Callahan,Central Midwest Agency,Captive,LIC-OH-823894,OH,All Lines,CLU,21,9/01/1994,244,405558.47,8.7,34147.41,92.2,70.8,8,No,(349) 694-5328,sandra.callahan@centralmidwesta.com,"7782 Business Park Dr, OH",Life & Health Licensed,Platinum,6,7/01/2014,Branch Director C
AGT-1000,Agent,AGT-1000,Angela Delgado,Lakefront Coverage Group,Captive,LIC-IL-204232,IL,Home,CLU,14,9/01/2001,113,727154.17,14.4,60574.94,86.3,84.1,50,Yes,(989) 398-3648,angela.delgado@lakefrontcovera.com,"6549 Business Park Dr, IL",,Gold,0,8/01/2014,District Manager A
AGT-8173,Agent,AGT-8173,Michael Kowalski,Lakefront Coverage Group,Broker,LIC-OH-402378,OH,Auto,LUTCF,28,10/01/1987,74,484788.11,17.0,6033.76,95.4,68.7,31,Yes,(776) 787-6802,michael.kowalski@lakefrontcovera.com,"5291 Business Park Dr, OH",Anti-Fraud Certified|Life & Health Licensed,Silver,5,11/01/2014,Regional VP B
AGT-5466,Agent,AGT-5466,Brian Kowalski,Heartland Insurance Services,Independent,LIC-IN-520147,IN,Auto,None,23,7/01/1992,134,62215.44,13.1,39058.24,74.0,87.9,72,Yes,(847) 516-6109,brian.kowalski@heartlandinsura.com,"5699 Business Park Dr, IN",Cyber Liability Cert,Silver,9,7/01/2014,Branch Director C
AGT-2793,Agent,AGT-2793,Brian Bergman,Central Midwest Agency,Independent,LIC-IL-999240,IL,All Lines,None,21,6/01/1994,24,433632.19,12.7,44542.95,75.8,41.2,30,Yes,(488) 838-8397,brian.bergman@centralmidwesta.com,"8236 Business Park Dr, IL",Commercial Lines Cert|Anti-Fraud Certified,Bronze,5,5/01/2014,Branch Director C
AGT-5804,Agent,AGT-5804,Nancy Okafor,Central Midwest Agency,Captive,LIC-IL-613252,IL,All Lines,CIC,5,2/01/2010,117,680637.42,11.4,19393.97,97.3,49.1,43,No,(553) 377-9158,nancy.okafor@centralmidwesta.com,"7079 Business Park Dr, IL",,Gold,10,4/01/2014,Regional VP B
AGT-7478,Agent,AGT-7478,Lisa Nguyen,Heartland Insurance Services,Captive,LIC-IL-833031,IL,Commercial,ChFC,20,4/01/1995,205,281461.8,8.5,21942.76,94.5,69.0,25,Yes,(542) 342-1858,lisa.nguyen@heartlandinsura.com,"9435 Business Park Dr, IL",Cyber Liability Cert|Commercial Lines Cert,Gold,1,8/01/2014,District Manager A
AGT-4616,Agent,AGT-4616,Michael Sullivan,Tri-State Coverage Associates,Independent,LIC-IL-586708,IL,Commercial,CIC,3,4/01/2012,30,335826.52,10.1,51373.57,96.8,60.7,21,Yes,(315) 266-6590,michael.sullivan@tri-statecovera.com,"8488 Business Park Dr, IL",,Gold,1,10/01/2014,Regional VP B
AGT-9848,Agent,AGT-9848,Karen Sullivan,Tri-State Coverage Associates,Broker,LIC-OH-114605,OH,All Lines,CPCU,13,11/01/2002,61,245804.51,15.7,39478.14,84.4,73.6,47,Yes,(322) 489-4688,karen.sullivan@tri-statecovera.com,"3532 Business Park Dr, OH",Cyber Liability Cert,Bronze,9,6/01/2014,Branch Director C
AGT-9070,Agent,AGT-9070,Maria Callahan,Midwest Auto Insurance Agency,Broker,LIC-IL-554991,IL,All Lines,None,4,3/01/2011,53,777844.65,16.4,75132.66,71.4,68.5,16,Yes,(593) 618-2839,maria.callahan@midwestautoinsu.com,"6311 Business Park Dr, IL",Cyber Liability Cert|Commercial Lines Cert,Gold,5,10/01/2014,District Manager A
AGT-9856,Agent,AGT-9856,Angela Ashworth,Midwest Auto Insurance Agency,Independent,LIC-IN-528810,IN,All Lines,None,12,1/01/2003,127,764088.0,8.8,74151.27,71.8,88.6,28,Yes,(723) 386-8989,angela.ashworth@midwestautoinsu.com,"2331 Business Park Dr, IN",Cyber Liability Cert,Silver,9,2/01/2014,Branch Director C
AGT-4178,Agent,AGT-4178,Lisa Callahan,Lakefront Coverage Group,Broker,LIC-IN-517651,IN,Commercial,CIC,11,12/01/2004,142,504407.17,17.6,36960.68,84.1,63.7,76,Yes,(336) 661-8679,lisa.callahan@lakefrontcovera.com,"3672 Business Park Dr, IN",,Silver,4,2/01/2014,Branch Director C
AGT-7706,Agent,AGT-7706,Thomas Okafor,Prairie State Insurance Partners,Captive,LIC-IL-337285,IL,Life,CPCU,12,11/01/2003,212,66079.89,10.6,9866.96,83.9,83.8,34,Yes,(611) 473-4354,thomas.okafor@prairiestateins.com,"4645 Business Park Dr, IL",Life & Health Licensed|Anti-Fraud Certified,Gold,3,5/01/2014,District Manager A
AGT-9799,Agent,AGT-9799,Thomas Ramirez,Prairie State Insurance Partners,Broker,LIC-OH-780986,OH,Commercial,LUTCF,21,11/01/1994,31,157874.7,17.8,58483.77,79.2,57.8,72,Yes,(689) 746-6558,thomas.ramirez@prairiestateins.com,"7872 Business Park Dr, OH",Commercial Lines Cert,Platinum,8,1/01/2014,Branch Director C
AGT-7984,Agent,AGT-7984,Robert Callahan,Central Midwest Agency,Captive,LIC-IL-514920,IL,Life,CPCU,10,7/01/2005,228,380043.12,14.2,5170.09,78.1,89.7,36,Yes,(213) 315-7094,robert.callahan@centralmidwesta.com,"9969 Business Park Dr, IL",Commercial Lines Cert,Gold,10,11/01/2014,Branch Director C
AGT-5772,Agent,AGT-5772,Thomas Callahan,Central Midwest Agency,Broker,LIC-OH-750553,OH,Auto,CLU,19,1/01/1996,35,216543.45,10.8,71986.9,85.2,42.2,66,Yes,(706) 596-5728,thomas.callahan@centralmidwesta.com,"9399 Business Park Dr, OH",Anti-Fraud Certified|Cyber Liability Cert,Platinum,8,1/01/2014,Regional VP B
AGT-3571,Agent,AGT-3571,Patricia Ramirez,Central Midwest Agency,Broker,LIC-IL-948002,IL,Home,None,27,6/01/1988,125,724399.36,10.2,23293.28,78.0,75.7,27,Yes,(399) 343-9083,patricia.ramirez@centralmidwesta.com,"3925 Business Park Dr, IL",Life & Health Licensed,Platinum,10,5/01/2014,District Manager A
AGT-4857,Agent,AGT-4857,Lisa Ramirez,Heartland Insurance Services,Captive,LIC-OH-720004,OH,Commercial,ChFC,24,6/01/1991,213,609705.0,9.4,10814.54,83.4,87.5,17,Yes,(470) 408-8264,lisa.ramirez@heartlandinsura.com,"3171 Business Park Dr, OH",Life & Health Licensed,Platinum,5,2/01/2014,Branch Director C
AGT-7585,Agent,AGT-7585,Lisa Yamamoto,Midwest Auto Insurance Agency,Independent,LIC-OH-750194,OH,Home,None,17,8/01/1998,91,572989.78,10.8,30412.72,95.9,66.3,58,No,(785) 203-2046,lisa.yamamoto@midwestautoinsu.com,"4566 Business Park Dr, OH",,Platinum,0,10/01/2014,Branch Director C
