:ID,:LABEL,officer_id,officer_name,first_name,last_name,badge_number,rank,department,department_type,precinct,district,city,state,badge_issued_date,years_on_force,hire_date,shift,unit,cases_handled_ytd,accident_reports_ytd,arrests_ytd,commendations,disciplinary_actions,training_certifications,accident_reconstruction_certified,dui_certified,phone,email,supervisor_badge,reports_filed_this_claim,active_status
OFF-5796,PoliceOfficer,OFF-5796,Officer Sandra Moore,Sandra,Moore,5796,Senior Officer,Metropolitan Police Department,County Sheriff,Precinct 11,District 2,Albany,NY,11/01/1991,24,8/01/1991,Day (7AM-3PM),Special Investigations,30,92,78,4,2,DUI Enforcement|Traffic Investigation|Accident Reconstruction|Crisis Intervention,Yes,Yes,(977) 830-4383,badge.5796@nypd.gov,4975,1,Active
OFF-7630,PoliceOfficer,OFF-7630,Officer David Davis,David,Davis,7630,Sergeant,Metropolitan Police Department,Municipal,Precinct 8,District 3,Columbia,SC,11/01/2002,13,7/01/2002,Evening (3PM-11PM),Patrol,302,133,56,11,0,Traffic Investigation|DUI Enforcement,Yes,No,(299) 984-1848,badge.7630@scpd.gov,7762,1,Active
OFF-5385,PoliceOfficer,OFF-5385,Officer Barbara Taylor,Barbara,Taylor,5385,Senior Officer,Metropolitan Police Department,Transit,Precinct 4,District 4,Raleigh,NC,4/01/1988,27,4/01/1988,Rotating,Detective Bureau,271,33,28,12,1,Crisis Intervention,No,Yes,(395) 561-8342,badge.5385@ncpd.gov,9404,1,Active
OFF-5888,PoliceOfficer,OFF-5888,Officer William Jackson,William,Jackson,5888,Lieutenant,Municipal Police Department,County Sheriff,Precinct 17,District 8,Charleston,WV,12/01/1997,18,2/01/1997,Night (11PM-7AM),K9,156,72,47,6,0,Crisis Intervention|DUI Enforcement,No,No,(382) 857-3487,badge.5888@wvpd.gov,4671,1,Active
OFF-7997,PoliceOfficer,OFF-7997,Officer Maria Anderson,Maria,Anderson,7997,Senior Officer,State Highway Patrol Police Department,Transit,Precinct 19,District 8,Albany,NY,5/01/1994,21,10/01/1994,Night (11PM-7AM),Special Investigations,371,64,26,1,1,Accident Reconstruction|EVOC (Emergency Driving)|Crisis Intervention|DUI Enforcement,No,Yes,(527) 740-1606,badge.7997@nypd.gov,7921,1,Active
OFF-1690,PoliceOfficer,OFF-1690,Officer Robert Brown,Robert,Brown,1690,Officer,Metropolitan Police Department,Transit,Precinct 5,District 3,Columbia,SC,4/01/1992,23,6/01/1992,Night (11PM-7AM),Traffic,97,97,10,7,0,Accident Reconstruction|Evidence Collection|EVOC (Emergency Driving),No,Yes,(922) 706-1774,badge.1690@scpd.gov,8272,1,Active
OFF-9121,PoliceOfficer,OFF-9121,Officer Karen White,Karen,White,9121,Sergeant,Municipal Police Department,County Sheriff,Precinct 20,District 6,Raleigh,NC,4/01/2010,5,8/01/2010,Day (7AM-3PM),K9,251,11,16,12,2,DUI Enforcement|Accident Reconstruction|EVOC (Emergency Driving)|Traffic Investigation,Yes,Yes,(409) 958-6940,badge.9121@ncpd.gov,5059,1,Active
OFF-7432,PoliceOfficer,OFF-7432,Officer Robert Wilson,Robert,Wilson,7432,Senior Officer,Municipal Police Department,State Highway Patrol,Precinct 3,District 6,Richmond,VA,12/01/2005,10,8/01/2005,Night (11PM-7AM),Patrol,247,7,73,8,2,Evidence Collection|Traffic Investigation|Crisis Intervention|EVOC (Emergency Driving),Yes,Yes,(422) 550-5109,badge.7432@vapd.gov,3665,1,Active
OFF-8224,PoliceOfficer,OFF-8224,Officer David Miller,David,Miller,8224,Lieutenant,State Highway Patrol Police Department,Municipal,Precinct 2,District 2,Albany,NY,1/01/1988,27,9/01/1988,Night (11PM-7AM),Traffic,89,32,42,2,1,Crisis Intervention|Traffic Investigation,Yes,Yes,(355) 659-9246,badge.8224@nypd.gov,6112,1,Active
OFF-8842,PoliceOfficer,OFF-8842,Officer John Harris,John,Harris,8842,Officer,Municipal Police Department,State Highway Patrol,Precinct 7,District 3,Columbia,SC,2/01/2005,10,8/01/2005,Evening (3PM-11PM),Detective Bureau,110,85,56,11,2,Traffic Investigation|Crisis Intervention|Evidence Collection,Yes,No,(775) 393-1873,badge.8842@scpd.gov,8559,1,Active
OFF-5395,PoliceOfficer,OFF-5395,Officer William Thompson,William,Thompson,5395,Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 7,District 6,Charleston,WV,12/01/1992,23,10/01/1992,Night (11PM-7AM),K9,89,48,1,2,2,Accident Reconstruction|DUI Enforcement,No,Yes,(680) 538-9913,badge.5395@wvpd.gov,1725,1,Active
OFF-1890,PoliceOfficer,OFF-1890,Officer Maria Martinez,Maria,Martinez,1890,Detective,Metropolitan Police Department,Municipal,Precinct 16,District 2,Raleigh,NC,5/01/2007,8,2/01/2007,Evening (3PM-11PM),Special Investigations,124,14,79,12,1,Traffic Investigation,No,Yes,(378) 660-5576,badge.1890@ncpd.gov,9225,1,Active
OFF-8942,PoliceOfficer,OFF-8942,Officer Robert Robinson,Robert,Robinson,8942,Sergeant,Metropolitan Police Department,Transit,Precinct 2,District 5,Charleston,WV,9/01/1998,17,11/01/1998,Night (11PM-7AM),Special Investigations,148,109,28,4,1,Evidence Collection|EVOC (Emergency Driving)|DUI Enforcement|Accident Reconstruction,No,Yes,(968) 668-3466,badge.8942@wvpd.gov,9567,1,Active
OFF-9210,PoliceOfficer,OFF-9210,Officer Linda Brown,Linda,Brown,9210,Senior Officer,State Highway Patrol Police Department,Transit,Precinct 18,District 5,Columbia,SC,4/01/2010,5,9/01/2010,Night (11PM-7AM),Traffic,153,55,14,2,2,Crisis Intervention|Accident Reconstruction,No,No,(277) 413-6189,badge.9210@scpd.gov,7388,1,Active
OFF-2312,PoliceOfficer,OFF-2312,Officer John Davis,John,Davis,2312,Senior Officer,State Highway Patrol Police Department,Transit,Precinct 5,District 7,Columbia,SC,1/01/1989,26,9/01/1989,Rotating,Traffic,270,54,25,2,1,Traffic Investigation|Crisis Intervention,No,Yes,(267) 744-3699,badge.2312@scpd.gov,7154,1,Active
OFF-4345,PoliceOfficer,OFF-4345,Officer Karen Davis,Karen,Davis,4345,Detective,Municipal Police Department,State Highway Patrol,Precinct 5,District 7,Albany,NY,2/01/2008,7,1/01/2008,Night (11PM-7AM),Special Investigations,233,19,20,2,1,Crisis Intervention,No,No,(234) 649-8958,badge.4345@nypd.gov,6002,1,Active
OFF-3292,PoliceOfficer,OFF-3292,Officer James Williams,James,Williams,3292,Detective,Municipal Police Department,County Sheriff,Precinct 7,District 6,Raleigh,NC,10/01/2009,6,5/01/2009,Day (7AM-3PM),Special Investigations,303,95,11,11,2,DUI Enforcement|Traffic Investigation|Evidence Collection|EVOC (Emergency Driving),No,No,(846) 593-1501,badge.3292@ncpd.gov,7024,1,Active
OFF-2248,PoliceOfficer,OFF-2248,Officer Karen Martin,Karen,Martin,2248,Officer,Municipal Police Department,Municipal,Precinct 14,District 4,Albany,NY,5/01/2001,14,8/01/2001,Day (7AM-3PM),K9,274,42,23,9,1,Accident Reconstruction|DUI Enforcement|Evidence Collection,Yes,Yes,(402) 990-9922,badge.2248@nypd.gov,1549,1,Retired
OFF-2399,PoliceOfficer,OFF-2399,Officer Robert Moore,Robert,Moore,2399,Senior Officer,County Sheriff Police Department,Transit,Precinct 2,District 8,Charleston,WV,10/01/1995,20,6/01/1995,Rotating,K9,353,115,69,6,1,Evidence Collection|Accident Reconstruction|EVOC (Emergency Driving)|Traffic Investigation,No,No,(363) 838-4327,badge.2399@wvpd.gov,7623,1,On Leave
OFF-7138,PoliceOfficer,OFF-7138,Officer David Martinez,David,Martinez,7138,Officer,Metropolitan Police Department,County Sheriff,Precinct 4,District 1,Raleigh,NC,7/01/1992,23,6/01/1992,Day (7AM-3PM),Patrol,192,146,11,1,1,EVOC (Emergency Driving),Yes,Yes,(733) 320-8256,badge.7138@ncpd.gov,7992,1,Active
OFF-7144,PoliceOfficer,OFF-7144,Officer Linda Johnson,Linda,Johnson,7144,Senior Officer,Municipal Police Department,Transit,Precinct 16,District 4,Albany,NY,1/01/1996,19,8/01/1996,Day (7AM-3PM),K9,218,19,61,6,2,EVOC (Emergency Driving)|Accident Reconstruction|DUI Enforcement,Yes,Yes,(792) 575-2195,badge.7144@nypd.gov,9300,1,Active
OFF-9685,PoliceOfficer,OFF-9685,Officer James Martinez,James,Martinez,9685,Officer,County Sheriff Police Department,Transit,Precinct 10,District 8,Charleston,WV,11/01/1990,25,7/01/1990,Evening (3PM-11PM),K9,116,42,80,2,0,Accident Reconstruction,Yes,No,(269) 940-4604,badge.9685@wvpd.gov,9492,1,Active
OFF-6236,PoliceOfficer,OFF-6236,Officer Michael Johnson,Michael,Johnson,6236,Officer,Metropolitan Police Department,State Highway Patrol,Precinct 6,District 2,Albany,NY,6/01/1991,24,5/01/1991,Night (11PM-7AM),Special Investigations,358,81,44,6,1,EVOC (Emergency Driving)|Traffic Investigation,Yes,Yes,(797) 476-8362,badge.6236@nypd.gov,7887,1,Active
OFF-9844,PoliceOfficer,OFF-9844,Officer William Williams,William,Williams,9844,Senior Officer,State Highway Patrol Police Department,State Highway Patrol,Precinct 9,District 2,Richmond,VA,3/01/1997,18,3/01/1997,Evening (3PM-11PM),Special Investigations,313,136,64,1,2,Accident Reconstruction|Evidence Collection|DUI Enforcement,No,Yes,(320) 585-7186,badge.9844@vapd.gov,1881,1,Active
OFF-5532,PoliceOfficer,OFF-5532,Officer John Anderson,John,Anderson,5532,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 16,District 5,Columbia,SC,3/01/2004,11,3/01/2004,Night (11PM-7AM),Special Investigations,65,56,23,0,1,EVOC (Emergency Driving)|Evidence Collection|Accident Reconstruction,Yes,Yes,(987) 631-4642,badge.5532@scpd.gov,8807,1,Active
OFF-1995,PoliceOfficer,OFF-1995,Officer Karen Thompson,Karen,Thompson,1995,Captain,State Highway Patrol Police Department,Municipal,Precinct 12,District 7,Albany,NY,7/01/1988,27,12/01/1988,Night (11PM-7AM),Special Investigations,28,50,13,5,0,Evidence Collection|DUI Enforcement,Yes,Yes,(643) 404-4776,badge.1995@nypd.gov,2517,1,Active
OFF-5392,PoliceOfficer,OFF-5392,Officer James Thompson,James,Thompson,5392,Detective,County Sheriff Police Department,County Sheriff,Precinct 5,District 4,Philadelphia,PA,10/01/1992,23,6/01/1992,Day (7AM-3PM),Special Investigations,138,146,43,6,0,EVOC (Emergency Driving)|Evidence Collection|DUI Enforcement,No,Yes,(707) 862-8064,badge.5392@papd.gov,4891,1,Active
OFF-7710,PoliceOfficer,OFF-7710,Officer Michael Martinez,Michael,Martinez,7710,Officer,Metropolitan Police Department,Municipal,Precinct 15,District 2,Charleston,WV,10/01/1996,19,3/01/1996,Night (11PM-7AM),Special Investigations,100,66,33,11,0,Accident Reconstruction|Crisis Intervention|Evidence Collection,No,Yes,(280) 699-3849,badge.7710@wvpd.gov,7301,1,Active
OFF-2215,PoliceOfficer,OFF-2215,Officer David Jackson,David,Jackson,2215,Detective,State Highway Patrol Police Department,State Highway Patrol,Precinct 10,District 3,Charleston,WV,8/01/1995,20,9/01/1995,Rotating,Special Investigations,235,23,38,2,1,DUI Enforcement|Accident Reconstruction|Traffic Investigation,No,Yes,(610) 790-8553,badge.2215@wvpd.gov,2846,1,Active
OFF-9714,PoliceOfficer,OFF-9714,Officer Sandra Martinez,Sandra,Martinez,9714,Sergeant,State Highway Patrol Police Department,County Sheriff,Precinct 19,District 1,Albany,NY,6/01/2010,5,7/01/2010,Day (7AM-3PM),Traffic,394,45,59,5,1,Evidence Collection|Crisis Intervention,No,Yes,(377) 493-4773,badge.9714@nypd.gov,9330,1,Active
OFF-3953,PoliceOfficer,OFF-3953,Officer Sandra Martin,Sandra,Martin,3953,Officer,Municipal Police Department,County Sheriff,Precinct 7,District 2,Philadelphia,PA,9/01/1999,16,4/01/1999,Evening (3PM-11PM),Detective Bureau,323,18,14,4,0,EVOC (Emergency Driving)|DUI Enforcement|Evidence Collection,No,No,(433) 544-6461,badge.3953@papd.gov,3971,1,Active
OFF-4183,PoliceOfficer,OFF-4183,Officer Maria Taylor,Maria,Taylor,4183,Senior Officer,State Highway Patrol Police Department,County Sheriff,Precinct 1,District 7,Columbia,SC,12/01/2007,8,8/01/2007,Rotating,Traffic,230,31,28,11,2,Traffic Investigation|Accident Reconstruction|DUI Enforcement|Crisis Intervention,Yes,Yes,(576) 535-1725,badge.4183@scpd.gov,3033,1,Active
OFF-9488,PoliceOfficer,OFF-9488,Officer John Robinson,John,Robinson,9488,Officer,County Sheriff Police Department,Municipal,Precinct 13,District 5,Philadelphia,PA,10/01/2003,12,1/01/2003,Rotating,Detective Bureau,400,112,14,5,1,DUI Enforcement|Crisis Intervention|Evidence Collection|EVOC (Emergency Driving),Yes,Yes,(706) 998-5805,badge.9488@papd.gov,3067,1,Active
OFF-9633,PoliceOfficer,OFF-9633,Officer John Garcia,John,Garcia,9633,Officer,Municipal Police Department,Transit,Precinct 20,District 7,Philadelphia,PA,4/01/2002,13,11/01/2002,Rotating,Traffic,242,56,16,10,2,EVOC (Emergency Driving)|Evidence Collection|DUI Enforcement|Traffic Investigation,No,No,(617) 551-4460,badge.9633@papd.gov,6240,1,Active
OFF-8239,PoliceOfficer,OFF-8239,Officer James Williams,James,Williams,8239,Detective,Metropolitan Police Department,State Highway Patrol,Precinct 14,District 3,Columbus,OH,8/01/2008,7,2/01/2008,Rotating,Special Investigations,330,22,60,1,2,DUI Enforcement|Traffic Investigation|Accident Reconstruction|Crisis Intervention,Yes,No,(618) 499-1357,badge.8239@ohpd.gov,5155,1,Active
OFF-3609,PoliceOfficer,OFF-3609,Officer John White,John,White,3609,Senior Officer,Metropolitan Police Department,Transit,Precinct 5,District 4,Columbia,SC,10/01/2013,2,2/01/2013,Rotating,Patrol,142,74,7,3,0,EVOC (Emergency Driving),No,Yes,(718) 697-7913,badge.3609@scpd.gov,3916,1,On Leave
OFF-3489,PoliceOfficer,OFF-3489,Officer James Robinson,James,Robinson,3489,Officer,State Highway Patrol Police Department,County Sheriff,Precinct 9,District 8,Richmond,VA,4/01/2014,1,6/01/2014,Evening (3PM-11PM),Detective Bureau,270,143,38,12,1,Accident Reconstruction|Evidence Collection|EVOC (Emergency Driving)|Crisis Intervention,No,No,(520) 412-5014,badge.3489@vapd.gov,9092,1,Active
OFF-6969,PoliceOfficer,OFF-6969,Officer Robert Anderson,Robert,Anderson,6969,Sergeant,County Sheriff Police Department,Municipal,Precinct 3,District 2,Columbia,SC,9/01/1998,17,3/01/1998,Rotating,Traffic,73,19,3,8,2,EVOC (Emergency Driving)|Evidence Collection,No,No,(272) 655-4139,badge.6969@scpd.gov,9356,1,Active
OFF-4980,PoliceOfficer,OFF-4980,Officer William Anderson,William,Anderson,4980,Lieutenant,State Highway Patrol Police Department,State Highway Patrol,Precinct 6,District 2,Columbia,SC,10/01/1997,18,1/01/1997,Evening (3PM-11PM),Detective Bureau,247,17,55,5,1,DUI Enforcement|Evidence Collection,No,No,(620) 385-6592,badge.4980@scpd.gov,4035,1,Active
OFF-8131,PoliceOfficer,OFF-8131,Officer James Taylor,James,Taylor,8131,Sergeant,Municipal Police Department,County Sheriff,Precinct 5,District 1,Albany,NY,3/01/2000,15,5/01/2000,Evening (3PM-11PM),Detective Bureau,108,16,7,1,0,EVOC (Emergency Driving)|Evidence Collection|Traffic Investigation,Yes,Yes,(506) 817-8150,badge.8131@nypd.gov,8618,1,Active
OFF-2602,PoliceOfficer,OFF-2602,Officer Linda Martinez,Linda,Martinez,2602,Detective,State Highway Patrol Police Department,State Highway Patrol,Precinct 2,District 1,Charleston,WV,7/01/2013,2,3/01/2013,Rotating,Patrol,167,33,80,4,2,EVOC (Emergency Driving)|Accident Reconstruction|Evidence Collection|Traffic Investigation,No,Yes,(972) 946-1720,badge.2602@wvpd.gov,1283,1,Active
OFF-7355,PoliceOfficer,OFF-7355,Officer James Thomas,James,Thomas,7355,Officer,Metropolitan Police Department,Transit,Precinct 19,District 6,Richmond,VA,10/01/2004,11,2/01/2004,Evening (3PM-11PM),Patrol,243,94,11,6,2,Traffic Investigation|Accident Reconstruction,No,Yes,(344) 295-2059,badge.7355@vapd.gov,8316,1,On Leave
OFF-2582,PoliceOfficer,OFF-2582,Officer John Thompson,John,Thompson,2582,Detective,County Sheriff Police Department,State Highway Patrol,Precinct 7,District 6,Columbia,SC,8/01/1997,18,4/01/1997,Rotating,Traffic,99,139,74,12,1,DUI Enforcement|Crisis Intervention|Accident Reconstruction|EVOC (Emergency Driving),No,Yes,(259) 841-1326,badge.2582@scpd.gov,6161,1,Active
OFF-4721,PoliceOfficer,OFF-4721,Officer David Davis,David,Davis,4721,Officer,Municipal Police Department,County Sheriff,Precinct 9,District 7,Richmond,VA,12/01/2010,5,4/01/2010,Evening (3PM-11PM),K9,93,147,42,4,1,DUI Enforcement|Evidence Collection,No,Yes,(760) 526-3958,badge.4721@vapd.gov,5392,1,Active
OFF-1596,PoliceOfficer,OFF-1596,Officer Barbara Jackson,Barbara,Jackson,1596,Lieutenant,County Sheriff Police Department,Transit,Precinct 20,District 6,Richmond,VA,9/01/1994,21,4/01/1994,Evening (3PM-11PM),K9,197,53,13,3,1,Evidence Collection|EVOC (Emergency Driving)|DUI Enforcement|Crisis Intervention,No,No,(405) 227-9382,badge.1596@vapd.gov,3385,1,On Leave
OFF-7688,PoliceOfficer,OFF-7688,Officer David Davis,David,Davis,7688,Officer,State Highway Patrol Police Department,Municipal,Precinct 10,District 6,Albany,NY,8/01/2009,6,9/01/2009,Night (11PM-7AM),K9,314,71,25,9,0,Accident Reconstruction|Traffic Investigation|Crisis Intervention|DUI Enforcement,Yes,No,(355) 548-9540,badge.7688@nypd.gov,3893,1,Active
OFF-1030,PoliceOfficer,OFF-1030,Officer Linda Moore,Linda,Moore,1030,Detective,Metropolitan Police Department,State Highway Patrol,Precinct 14,District 6,Charleston,WV,5/01/2012,3,12/01/2012,Night (11PM-7AM),Traffic,107,52,63,8,2,Accident Reconstruction|Traffic Investigation,No,No,(320) 413-7991,badge.1030@wvpd.gov,1854,1,Active
OFF-6127,PoliceOfficer,OFF-6127,Officer Linda Johnson,Linda,Johnson,6127,Officer,Metropolitan Police Department,Transit,Precinct 10,District 4,Columbia,SC,1/01/1992,23,8/01/1992,Rotating,Traffic,263,33,18,2,1,Evidence Collection|Crisis Intervention|DUI Enforcement,Yes,Yes,(460) 925-1417,badge.6127@scpd.gov,7032,1,Active
OFF-1340,PoliceOfficer,OFF-1340,Officer Michael Miller,Michael,Miller,1340,Sergeant,Municipal Police Department,Municipal,Precinct 7,District 1,Charleston,WV,12/01/1998,17,4/01/1998,Day (7AM-3PM),Traffic,252,69,35,7,2,Crisis Intervention|Accident Reconstruction,Yes,Yes,(974) 924-6297,badge.1340@wvpd.gov,9323,1,On Leave
OFF-2660,PoliceOfficer,OFF-2660,Officer William Martinez,William,Martinez,2660,Officer,County Sheriff Police Department,Transit,Precinct 6,District 5,Richmond,VA,11/01/2014,1,9/01/2014,Night (11PM-7AM),Special Investigations,265,133,16,5,0,DUI Enforcement|Traffic Investigation|EVOC (Emergency Driving)|Evidence Collection,No,Yes,(995) 245-7270,badge.2660@vapd.gov,4036,1,Active
OFF-5621,PoliceOfficer,OFF-5621,Officer Robert Taylor,Robert,Taylor,5621,Officer,Metropolitan Police Department,Municipal,Precinct 8,District 4,Albany,NY,3/01/1993,22,1/01/1993,Day (7AM-3PM),K9,245,24,50,8,2,Crisis Intervention|EVOC (Emergency Driving)|Traffic Investigation,Yes,Yes,(233) 804-3152,badge.5621@nypd.gov,3274,1,Active
OFF-3814,PoliceOfficer,OFF-3814,Officer Barbara Robinson,Barbara,Robinson,3814,Senior Officer,Metropolitan Police Department,State Highway Patrol,Precinct 4,District 1,Columbia,SC,2/01/2000,15,7/01/2000,Evening (3PM-11PM),Detective Bureau,360,5,38,4,0,EVOC (Emergency Driving),No,Yes,(626) 691-3344,badge.3814@scpd.gov,5326,1,Active
OFF-8795,PoliceOfficer,OFF-8795,Officer Maria Brown,Maria,Brown,8795,Senior Officer,Metropolitan Police Department,State Highway Patrol,Precinct 15,District 3,Raleigh,NC,10/01/1999,16,11/01/1999,Day (7AM-3PM),Special Investigations,93,38,72,2,2,Evidence Collection|EVOC (Emergency Driving)|Traffic Investigation,Yes,No,(463) 928-7268,badge.8795@ncpd.gov,2985,1,Active
OFF-5950,PoliceOfficer,OFF-5950,Officer William Miller,William,Miller,5950,Officer,County Sheriff Police Department,Municipal,Precinct 20,District 2,Raleigh,NC,1/01/2014,1,9/01/2014,Night (11PM-7AM),Patrol,157,100,12,1,0,Traffic Investigation|DUI Enforcement|Evidence Collection|Accident Reconstruction,No,Yes,(905) 463-4117,badge.5950@ncpd.gov,1783,1,Active
OFF-3224,PoliceOfficer,OFF-3224,Officer Patricia Taylor,Patricia,Taylor,3224,Officer,Municipal Police Department,County Sheriff,Precinct 19,District 3,Charleston,WV,5/01/2001,14,1/01/2001,Evening (3PM-11PM),K9,384,44,4,10,2,Crisis Intervention|EVOC (Emergency Driving),Yes,Yes,(909) 914-8245,badge.3224@wvpd.gov,3856,1,Active
OFF-4445,PoliceOfficer,OFF-4445,Officer Patricia Williams,Patricia,Williams,4445,Officer,Metropolitan Police Department,Municipal,Precinct 4,District 8,Albany,NY,7/01/2002,13,12/01/2002,Rotating,Patrol,342,96,42,8,1,Evidence Collection|EVOC (Emergency Driving),Yes,No,(497) 526-2507,badge.4445@nypd.gov,9491,1,Active
OFF-3659,PoliceOfficer,OFF-3659,Officer Robert Taylor,Robert,Taylor,3659,Detective,State Highway Patrol Police Department,Transit,Precinct 19,District 1,Richmond,VA,5/01/2014,1,11/01/2014,Evening (3PM-11PM),Detective Bureau,351,31,79,7,1,Accident Reconstruction|Crisis Intervention|Evidence Collection|DUI Enforcement,Yes,No,(671) 837-5949,badge.3659@vapd.gov,6935,1,Active
OFF-8004,PoliceOfficer,OFF-8004,Officer James Anderson,James,Anderson,8004,Detective,State Highway Patrol Police Department,State Highway Patrol,Precinct 2,District 5,Albany,NY,2/01/2013,2,2/01/2013,Evening (3PM-11PM),Special Investigations,352,146,31,8,1,Accident Reconstruction|EVOC (Emergency Driving),No,Yes,(259) 712-3654,badge.8004@nypd.gov,6151,1,Active
OFF-2863,PoliceOfficer,OFF-2863,Officer Sandra Wilson,Sandra,Wilson,2863,Officer,Municipal Police Department,State Highway Patrol,Precinct 10,District 7,Albany,NY,1/01/2012,3,6/01/2012,Rotating,Detective Bureau,367,110,71,9,0,EVOC (Emergency Driving)|Crisis Intervention|Evidence Collection|DUI Enforcement,Yes,Yes,(409) 919-6375,badge.2863@nypd.gov,9222,1,Active
